study,source,scan_id,crosscut,manual_code,manual_rep,groove_left_manual,groove_right_manual
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-A9/B3/L6.x3p,Gun 1-A9/B3/L6,75,kr,1,401.8131419276539,2394.5146868943175
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-C8/B1/L1.x3p,Gun 1-C8/B1/L1,175,kr,1,182.9733250478431,2144.071949971377
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-C8/B1/L2.x3p,Gun 1-C8/B1/L2,200,kr,1,247.61749055919955,2205.521483185127
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-C8/B1/L3.x3p,Gun 1-C8/B1/L3,150,kr,1,308.2808134057425,2277.159950080303
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-C8/B1/L4.x3p,Gun 1-C8/B1/L4,150,kr,1,233.11669541598403,2197.7537011490704
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-C8/B1/L5.x3p,Gun 1-C8/B1/L5,175,kr,1,212.68053232981697,2227.222106903282
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-C8/B1/L6.x3p,Gun 1-C8/B1/L6,250,kr,1,230.3519496506368,2205.1328352522573
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-C8/B2/L1.x3p,Gun 1-C8/B2/L1,175,kr,1,210.10907399848622,2164.727859422263
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-C8/B2/L2.x3p,Gun 1-C8/B2/L2,175,kr,1,235.45955349053978,2180.471652994159
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-C8/B2/L3.x3p,Gun 1-C8/B2/L3,150,kr,1,230.5803096801296,2165.348770057161
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-C8/B2/L4.x3p,Gun 1-C8/B2/L4,125,kr,1,256.43140795176873,2232.6340921913184
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-C8/B2/L5.x3p,Gun 1-C8/B2/L5,100,kr,1,331.46461871823624,2270.2455821149097
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-C8/B2/L6.x3p,Gun 1-C8/B2/L6,100,kr,1,301.46294762274556,2267.9232764635753
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-C8/B3/L1.x3p,Gun 1-C8/B3/L1,100,kr,1,518.3349178199015,2461.12464802454
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-C8/B3/L2.x3p,Gun 1-C8/B3/L2,200,kr,1,422.12033488759295,2353.6297100690017
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-C8/B3/L3.x3p,Gun 1-C8/B3/L3,200,kr,1,385.1797635062045,2350.5411309304823
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-C8/B3/L4.x3p,Gun 1-C8/B3/L4,100,kr,1,394.8867664573542,2336.1810349616308
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-C8/B3/L5.x3p,Gun 1-C8/B3/L5,100,kr,1,446.6924886525038,2439.1415378675615
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-C8/B3/L6.x3p,Gun 1-C8/B3/L6,200,kr,1,344.9253959638223,2360.152918176496
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-F6/B1/L1.x3p,Gun 1-F6/B1/L1,225,kr,1,196.0925920394263,2179.4400865113
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-F6/B1/L2.x3p,Gun 1-F6/B1/L2,300,kr,1,218.1974455911165,2162.8624179814065
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-F6/B1/L3.x3p,Gun 1-F6/B1/L3,225,kr,1,209.19991647710083,2138.7687234274304
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-F6/B1/L4.x3p,Gun 1-F6/B1/L4,250,kr,1,205.07595245635412,2178.7579719979253
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-F6/B1/L5.x3p,Gun 1-F6/B1/L5,275,kr,1,216.96507732009889,2213.657772289272
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-F6/B1/L6.x3p,Gun 1-F6/B1/L6,250,kr,1,314.9662687806006,2339.7496039356324
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-F6/B2/L1.x3p,Gun 1-F6/B2/L1,275,kr,1,232.83495799069948,2228.209757823618
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-F6/B2/L2.x3p,Gun 1-F6/B2/L2,200,kr,1,153.19693937209075,2126.4500673665066
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-F6/B2/L3.x3p,Gun 1-F6/B2/L3,125,kr,1,260.85651079483694,2249.6515506372516
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-F6/B2/L4.x3p,Gun 1-F6/B2/L4,200,kr,1,233.3861296183024,2238.6619220924144
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-F6/B2/L5.x3p,Gun 1-F6/B2/L5,350,kr,1,241.68362672610044,2220.835867210784
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-F6/B2/L6.x3p,Gun 1-F6/B2/L6,300,kr,1,219.8490459022911,2148.8010723043435
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-F6/B3/L1.x3p,Gun 1-F6/B3/L1,125,kr,1,526.9498093306387,2488.584230189553
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-F6/B3/L2.x3p,Gun 1-F6/B3/L2,100,kr,1,470.4119449654506,2705.619853969526
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-F6/B3/L3.x3p,Gun 1-F6/B3/L3,150,kr,1,421.8877243815016,2385.530013311494
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-F6/B3/L4.x3p,Gun 1-F6/B3/L4,150,kr,1,645.3320838754024,2622.3172317655817
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-F6/B3/L5.x3p,Gun 1-F6/B3/L5,100,kr,1,475.8059917568605,2597.0450455606365
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-F6/B3/L6.x3p,Gun 1-F6/B3/L6,75,kr,1,433.30011041063597,2389.876030601459
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-L5/B1/L1.x3p,Gun 1-L5/B1/L1,150,kr,1,347.86765155091206,2294.574773339125
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-L5/B1/L2.x3p,Gun 1-L5/B1/L2,200,kr,1,314.1762074967172,2306.8673870800394
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-L5/B1/L3.x3p,Gun 1-L5/B1/L3,100,kr,1,299.19997350620673,2232.6340921913184
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-L5/B1/L4.x3p,Gun 1-L5/B1/L4,125,kr,1,293.6745283835747,2269.9280320952635
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-L5/B1/L5.x3p,Gun 1-L5/B1/L5,100,kr,1,309.8733275943262,2255.2018509945806
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-L5/B1/L6.x3p,Gun 1-L5/B1/L6,200,kr,1,293.6745283835747,2259.619705324785
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-L5/B2/L1.x3p,Gun 1-L5/B2/L1,150,kr,1,334.5946484478106,2290.1504389714246
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-L5/B2/L2.x3p,Gun 1-L5/B2/L2,100,kr,1,340.2906322086612,2271.716584363314
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-L5/B2/L3.x3p,Gun 1-L5/B2/L3,50,kr,1,241.68362672610044,2446.4769199635084
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-L5/B2/L4.x3p,Gun 1-L5/B2/L4,200,kr,1,264.22216618220824,2197.769744701916
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-L5/B2/L5.x3p,Gun 1-L5/B2/L5,100,kr,1,302.3710577269778,2254.9008017932265
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-L5/B2/L6.x3p,Gun 1-L5/B2/L6,100,kr,1,311.0191588375339,2251.8448893183217
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-L5/B3/L1.x3p,Gun 1-L5/B3/L1,150,kr,1,331.1761772836769,2329.443946214924
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-L5/B3/L2.x3p,Gun 1-L5/B3/L2,175,kr,1,335.6979755820565,2653.050908936248
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-L5/B3/L3.x3p,Gun 1-L5/B3/L3,200,kr,1,329.7665520180735,2279.4427428606623
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-L5/B3/L4.x3p,Gun 1-L5/B3/L4,175,kr,1,430.38842051737964,2767.8898904394496
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-L5/B3/L5.x3p,Gun 1-L5/B3/L5,125,kr,1,453.23994496921875,2406.5502014051754
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-L5/B3/L6.x3p,Gun 1-L5/B3/L6,125,kr,1,408.7934566670722,2387.148794022278
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-M2/B1/L1.x3p,Gun 1-M2/B1/L1,200,kr,1,302.4739334044866,2229.939473998426
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-M2/B1/L2.x3p,Gun 1-M2/B1/L2,300,kr,1,206.66922947500677,2168.523013001849
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-M2/B1/L3.x3p,Gun 1-M2/B1/L3,325,kr,1,235.99475718195922,2218.8146252919087
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-M2/B1/L4.x3p,Gun 1-M2/B1/L4,225,kr,1,404.33311974882616,2369.0388567825485
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-M2/B1/L5.x3p,Gun 1-M2/B1/L5,275,kr,1,197.28778436237405,2143.6141056799433
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-M2/B1/L6.x3p,Gun 1-M2/B1/L6,225,kr,1,219.1693327037479,2188.1585216224385
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-M2/B2/L1.x3p,Gun 1-M2/B2/L1,175,kr,1,160.84586274770322,2122.345645222842
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-M2/B2/L2.x3p,Gun 1-M2/B2/L2,125,kr,1,250.5322954615014,2170.693411043512
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-M2/B2/L3.x3p,Gun 1-M2/B2/L3,175,kr,1,254.61037320753155,2225.0387101950373
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-M2/B2/L4.x3p,Gun 1-M2/B2/L4,200,kr,1,178.81031579824554,2212.4959258025992
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-M2/B2/L5.x3p,Gun 1-M2/B2/L5,125,kr,1,235.72465146978485,2105.849241601302
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-M2/B2/L6.x3p,Gun 1-M2/B2/L6,175,kr,1,224.55900027085,2174.1479454221962
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-M2/B3/L1.x3p,Gun 1-M2/B3/L1,100,kr,1,442.8498882330645,2443.2515779830983
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-M2/B3/L2.x3p,Gun 1-M2/B3/L2,100,kr,1,417.54194182844344,2387.3374000250415
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-M2/B3/L3.x3p,Gun 1-M2/B3/L3,225,kr,1,460.1991555807971,2393.22272475944
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-M2/B3/L4.x3p,Gun 1-M2/B3/L4,125,kr,1,476.71576980533507,2288.998368207892
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-M2/B3/L5.x3p,Gun 1-M2/B3/L5,100,kr,1,449.98107886473673,2379.059548270684
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-M2/B3/L6.x3p,Gun 1-M2/B3/L6,100,kr,1,452.7329166494892,2415.922118148861
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-P7/B1/L1.x3p,Gun 1-P7/B1/L1,100,kr,1,330.17031408011013,2226.734979701051
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-P7/B1/L2.x3p,Gun 1-P7/B1/L2,100,kr,1,299.19997350620673,2265.0792108877886
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-P7/B1/L3.x3p,Gun 1-P7/B1/L3,50,kr,1,290.04397340825403,2137.458214083824
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-P7/B1/L4.x3p,Gun 1-P7/B1/L4,125,kr,1,303.5155759985574,2227.5865169111894
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-P7/B1/L5.x3p,Gun 1-P7/B1/L5,125,kr,1,303.5155759985574,2246.7095461404433
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-P7/B1/L6.x3p,Gun 1-P7/B1/L6,75,kr,1,246.10796109380095,2211.9871984753827
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-P7/B2/L1.x3p,Gun 1-P7/B2/L1,150,kr,1,283.36620161309645,2230.167343123419
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-P7/B2/L2.x3p,Gun 1-P7/B2/L2,75,kr,1,229.88540174556584,2197.2394172497143
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-P7/B2/L3.x3p,Gun 1-P7/B2/L3,125,kr,1,230.42026072585003,2158.9765673564593
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-P7/B2/L4.x3p,Gun 1-P7/B2/L4,100,kr,1,304.937615191501,2286.0610291105913
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-P7/B2/L5.x3p,Gun 1-P7/B2/L5,125,kr,1,258.8898861267741,2212.1519888844236
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-P7/B2/L6.x3p,Gun 1-P7/B2/L6,50,kr,1,205.86225257314396,2140.8913482857565
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-P7/B3/L1.x3p,Gun 1-P7/B3/L1,125,kr,1,459.265515043311,2432.535033797488
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-P7/B3/L2.x3p,Gun 1-P7/B3/L2,175,kr,1,437.7936419464895,2405.929730845089
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-P7/B3/L3.x3p,Gun 1-P7/B3/L3,100,kr,1,412.12461104733234,2385.668089643282
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-P7/B3/L4.x3p,Gun 1-P7/B3/L4,175,kr,1,424.7949730654144,2365.2806307546684
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-P7/B3/L5.x3p,Gun 1-P7/B3/L5,200,kr,1,331.9053571141427,2326.213977050036
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-P7/B3/L6.x3p,Gun 1-P7/B3/L6,100,kr,1,458.6447175687414,2412.0720508601553
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-R3/B1/L1.x3p,Gun 1-R3/B1/L1,125,kr,1,284.45219228053844,2262.1296546426547
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-R3/B1/L2.x3p,Gun 1-R3/B1/L2,125,kr,1,321.1676029794072,2202.579478688319
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-R3/B1/L3.x3p,Gun 1-R3/B1/L3,150,kr,1,219.3908151575967,2167.8775051487473
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-R3/B1/L4.x3p,Gun 1-R3/B1/L4,150,kr,1,244.63318297123413,2132.349179856774
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-R3/B1/L5.x3p,Gun 1-R3/B1/L5,150,kr,1,265.2800766871697,2203.138529739982
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-R3/B1/L6.x3p,Gun 1-R3/B1/L6,125,kr,1,269.7044110548702,2207.5628641076823
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-R3/B2/L1.x3p,Gun 1-R3/B2/L1,75,kr,1,315.42253285444184,2195.764639127148
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-R3/B2/L2.x3p,Gun 1-R3/B2/L2,150,kr,1,301.24427407383223,2090.8693788960823
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-R3/B2/L3.x3p,Gun 1-R3/B2/L3,100,kr,1,267.73473268616493,2230.4845057213943
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-R3/B2/L4.x3p,Gun 1-R3/B2/L4,200,kr,1,327.4479452542193,2178.0234886816124
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-R3/B2/L5.x3p,Gun 1-R3/B2/L5,100,kr,1,242.79647893004346,2108.9359918673217
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-R3/B2/L6.x3p,Gun 1-R3/B2/L6,200,kr,1,281.8935835030281,2206.605453362326
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-R3/B3/L1.x3p,Gun 1-R3/B3/L1,150,kr,1,433.11014021221837,2383.8610965878975
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-R3/B3/L2.x3p,Gun 1-R3/B3/L2,75,kr,1,456.0975496320343,2428.59358062783
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-R3/B3/L3.x3p,Gun 1-R3/B3/L3,50,kr,1,485.1897119276507,2491.222017912771
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-R3/B3/L4.x3p,Gun 1-R3/B3/L4,50,kr,1,674.5714286424504,2617.873955473985
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-R3/B3/L5.x3p,Gun 1-R3/B3/L5,150,kr,1,649.0727764008336,2629.6338417128395
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-R3/B3/L6.x3p,Gun 1-R3/B3/L6,200,kr,1,578.1970724952738,2553.9345713624775
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-U10/B1/L1.x3p,Gun 1-U10/B1/L1,100,kr,1,327.0516119730238,2276.1295911085263
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-U10/B1/L2.x3p,Gun 1-U10/B1/L2,100,kr,1,274.0955310304743,2246.7095461404433
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-U10/B1/L3.x3p,Gun 1-U10/B1/L3,150,kr,1,325.3149847670373,2091.2343678964585
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-U10/B1/L4.x3p,Gun 1-U10/B1/L4,150,kr,1,308.38705980157266,2251.6091938590307
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-U10/B1/L5.x3p,Gun 1-U10/B1/L5,100,kr,1,229.88540174556584,2201.663751617415
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-U10/B1/L6.x3p,Gun 1-U10/B1/L6,200,kr,1,259.80431185200325,2253.729232884512
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-U10/B2/L1.x3p,Gun 1-U10/B2/L1,150,kr,1,299.19997350620673,2257.7053202749544
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-U10/B2/L2.x3p,Gun 1-U10/B2/L2,200,kr,1,255.38645752179832,2250.7839966643755
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-U10/B2/L3.x3p,Gun 1-U10/B2/L3,125,kr,1,284.3016486487413,2255.0364534822884
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-U10/B2/L4.x3p,Gun 1-U10/B2/L4,100,kr,1,325.7459797124096,2262.1296546426547
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-U10/B2/L5.x3p,Gun 1-U10/B2/L5,125,kr,1,316.89731097700866,2242.957539049286
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-U10/B2/L6.x3p,Gun 1-U10/B2/L6,100,kr,1,303.5155759985574,2224.644512414381
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-U10/B3/L1.x3p,Gun 1-U10/B3/L1,275,kr,1,397.87505089035585,2292.534485816834
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-U10/B3/L2.x3p,Gun 1-U10/B3/L2,200,kr,1,415.53623401731693,2342.7321075875197
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-U10/B3/L3.x3p,Gun 1-U10/B3/L3,175,kr,1,379.79614250030204,2356.4234254689713
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-U10/B3/L4.x3p,Gun 1-U10/B3/L4,275,kr,1,402.45551834985577,2405.8020812708046
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-U10/B3/L5.x3p,Gun 1-U10/B3/L5,225,kr,1,397.0157194072469,2379.662313771123
phoenix,/media/Sunny/CSAFE/Phoenix Set//Gun 1-U10/B3/L6.x3p,Gun 1-U10/B3/L6,150,kr,1,464.00150129346775,2401.9536158306423
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-B/L1.x3p,Unknown 1-B/B1/L1,75,kr,1,229.58472466406386,2193.548974946562
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-B/L2.x3p,Unknown 1-B/B1/L2,100,kr,1,241.73348156558296,2187.8694562042774
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-B/L3.x3p,Unknown 1-B/B1/L3,125,kr,1,349.3424296734789,2436.153473105541
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-B/L4.x3p,Unknown 1-B/B1/L4,50,kr,1,302.1495297513404,2247.3818734169868
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-B/L5.x3p,Unknown 1-B/B1/L5,150,kr,1,298.3290553509888,2195.2550981991053
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-B/L6.x3p,Unknown 1-B/B1/L6,75,kr,1,275.19187260579315,2218.293027245946
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-E/L1.x3p,Unknown 1-E/B1/L1,100,kr,1,260.85574231946924,2203.138529739982
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-E/L2.x3p,Unknown 1-E/B1/L2,125,kr,1,291.8260828933726,2279.826992113457
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-E/L3.x3p,Unknown 1-E/B1/L3,100,kr,1,265.2800766871697,2234.1088703138853
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-E/L4.x3p,Unknown 1-E/B1/L4,75,kr,1,243.2044838139871,2196.6954696947023
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-E/L5.x3p,Unknown 1-E/B1/L5,100,kr,1,249.60415253044536,2214.0776871341795
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-E/L6.x3p,Unknown 1-E/B1/L6,125,kr,1,296.2504172610731,2225.260201578484
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-H/L1.x3p,Unknown 1-H/B1/L1,125,kr,1,281.2046708212895,2262.6816673991534
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-H/L2.x3p,Unknown 1-H/B1/L2,125,kr,1,329.90820480722306,2440.1139357527836
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-H/L3.x3p,Unknown 1-H/B1/L3,125,kr,1,233.8822999709323,2189.109372125234
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-H/L4.x3p,Unknown 1-H/B1/L4,125,kr,1,285.9269704031053,2262.1296546426547
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-H/L5.x3p,Unknown 1-H/B1/L5,200,kr,1,287.3345512661117,2239.3545348984226
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-H/L6.x3p,Unknown 1-H/B1/L6,125,kr,1,288.9505013367216,2202.7987438680266
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-J/L1.x3p,Unknown 1-J/B1/L1,125,kr,1,269.0981633806268,2235.989335049537
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-J/L2.x3p,Unknown 1-J/B1/L2,100,kr,1,281.4696669207494,2231.326156120741
phoenix,/media/Sunny/CSAFE/Phoenix Set//Unknown 1-J/L3.x3p,Unknown 1-J/B1/L3,125,kr,1,259.41496557075635,2410.536325705063
